Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_obsservations;nombre_logements;methodologie_production
B5900;2014;Agglomération de Lille;;;;;Appart 4P et plus;5,9;7,1;8,6;10,3;11,6;8,7;557;613;754;900;1235;825;95;296;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Ensemble 1P;11,2;13,1;15,6;18,2;21,3;15,1;325;377;419;460;500;416;28;1248;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Ensemble 2P;9,2;10,6;12,1;13,8;15,4;11,9;420;470;529;588;635;529;44;1878;;Estimation directe
B5900;2014;Agglomération de Lille;;;;;Ensemble 3P;6,8;8,6;10,1;11,4;12,5;9,8;500;570;660;746;827;659;68;1232;;Estimation directe
B5900;2014;Agglomération de Lille;;;;1. Moins 1 an;;7,9;9,7;11,5;14,4;17,8;10,8;400;460;570;705;855;614;57;2512;;Estimation directe
B5900;2014;Agglomération de Lille;;;;2. Un an et plus;;6,5;8,3;10,6;12,7;15,3;9,6;397;472;585;710;850;613;64;2676;;Estimation directe
B5900;2014;Agglomération de Lille;;Maison;;;;5,6;6,8;8,6;10,3;11,7;8,3;450;580;700;825;1000;720;87;759;;Estimation directe
B5900;2014;Agglomération de Lille;;Maison;;;Maison 1-3P;5,9;7,4;9,7;11,4;14,0;9,2;382;495;580;696;800;586;64;225;;Estimation directe
B5900;2014;Agglomération de Lille;;Maison;;;Maison 4P et plus;5,5;6,7;8,2;9,8;11,1;8,0;520;644;750;895;1050;776;97;534;;Estimation directe
B5900;2014;Agglomération de Lille;;Appartement;;;;8,1;9,9;11,8;14,2;17,2;11,0;388;450;541;656;787;574;52;4429;;Estimation directe
B5900;2014;Agglomération de Lille;;Appartement;;;Appart 1P;11,2;13,1;15,6;18,2;21,5;15,1;325;376;419;460;500;416;27;1243;;Estimation directe
B5900;2014;Agglomération de Lille;;Appartement;;;Appart 2P;9,4;10,8;12,2;13,8;15,4;12,0;427;475;530;590;640;532;44;1830;;Estimation directe
B5900;2014;Agglomération de Lille;;Appartement;;;Appart 3P;7,7;9,0;10,4;11,4;12,5;10,1;500;595;680;750;831;674;67;1060;;Estimation directe
B5900;2014;Agglomération de Lille;;Appartement;;;Appart 4P et plus;5,9;7,1;8,6;10,3;11,6;8,7;557;613;754;900;1235;825;95;296;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;;5,1;6,2;7,4;9,0;10,8;7,0;283;350;431;578;650;457;66;1309;5475;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Maison 1-3P;5,8;6,4;7,8;8,7;9,4;7,5;360;393;480;530;590;464;62;152;804;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Ensemble 4P et plus;4,6;5,5;6,5;7,3;7,8;6,1;415;501;600;657;727;588;96;463;2022;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Maison 4P et plus;4,5;5,7;6,7;7,3;7,9;6,2;487;565;603;668;733;612;99;335;1631;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Appart 1P;7,6;8,8;10,2;12,6;15,0;10,2;230;260;290;307;333;287;28;201;758;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Appart 2P;5,8;7,2;8,5;9,8;11,8;8,3;275;320;360;390;430;358;43;295;1137;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Appart 3P;5,0;5,7;7,0;8,3;9,7;7,0;330;380;420;480;530;423;60;198;755;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Appart 4P et plus;4,8;4,9;6,0;6,8;7,8;5,8;380;412;495;578;657;499;86;128;391;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Ensemble 1P;7,0;8,7;10,0;12,6;15,0;10,0;235;260;290;305;330;286;29;204;793;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Ensemble 2P;6,1;7,2;8,4;9,7;11,4;8,3;283;325;370;394;440;363;44;332;1331;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;;Ensemble 3P;5,1;6,0;7,3;8,5;9,4;7,2;353;392;458;530;590;457;64;310;1330;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;1. Moins 1 an;;5,3;6,2;7,4;9,0;11,4;7,1;270;320;407;570;650;445;62;429;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;1. Moins 1 an;Ensemble 4P et plus;4,9;5,9;6,7;7,2;7,9;6,3;432;545;600;660;770;608;96;131;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;1. Moins 1 an;Ensemble 1P;7,0;8,7;10,4;13,5;17,1;10,3;200;250;285;300;310;272;26;84;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;1. Moins 1 an;Ensemble 2P;5,7;7,2;8,4;9,4;11,8;8,2;270;310;370;389;415;352;43;123;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;1. Moins 1 an;Ensemble 3P;5,1;5,9;6,9;8,4;9,1;7,0;354;393;450;530;590;464;67;91;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;2. Un an et plus;;4,9;6,1;7,4;8,9;10,6;6,9;290;353;450;579;650;462;67;880;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;;2. Un an et plus;Ensemble 4P et plus;;;;;;;;;;;;;;332;;
B6100;2014;Agglomération d'Alençon;;;;2. Un an et plus;Ensemble 1P;;;;;;;;;;;;;;120;;
B6100;2014;Agglomération d'Alençon;;;;2. Un an et plus;Ensemble 2P;;;;;;;;;;;;;;209;;
B6100;2014;Agglomération d'Alençon;;;;2. Un an et plus;Ensemble 3P;;;;;;;;;;;;;;219;;
B6100;2014;Agglomération d'Alençon;;;1. Avant 1946;;;4,9;5,7;7,1;8,8;11,4;6,6;270;319;394;503;615;424;65;559;2332;Estimation directe
B6100;2014;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 4P et plus;3,6;4,9;5,6;6,8;7,6;5,5;402;491;568;619;755;570;104;171;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 1P;6,7;8,1;10,3;13,3;16,7;10,1;226;260;289;310;330;281;28;114;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 2P;5,2;6,7;7,8;9,0;11,5;7,7;270;317;351;380;408;342;45;156;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 3P;5,0;5,7;6,9;8,2;9,6;6,8;354;391;450;484;560;442;65;118;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;2. Entre 1946-1970;;;5,0;5,7;6,9;8,1;9,0;6,6;284;354;420;530;600;442;67;300;1007;Estimation directe
B6100;2014;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 4P et plus;4,5;5,2;6,1;7,2;8,0;6,1;370;430;515;600;684;525;87;115;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;32;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 2P;5,8;7,0;7,7;8,8;10,1;7,7;272;314;350;410;450;354;46;60;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 3P;5,2;5,9;6,9;8,4;9,0;6,9;324;360;410;495;550;418;61;93;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;3. Entre 1971-1990;;;6,4;7,1;7,9;9,0;11,4;7,7;290;350;485;593;660;472;61;214;717;Estimation directe
B6100;2014;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 4P et plus;5,8;6,5;7,2;7,6;8,1;7,0;520;570;604;660;690;609;87;62;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;47;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 2P;6,5;7,4;8,4;9,5;12,3;8,5;326;364;380;415;453;392;46;66;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 3P;;;;;;;;;;;;;;39;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;4. Entre 1991-2005;;;6,0;6,9;8,0;9,7;10,9;7,7;300;380;480;610;700;497;64;166;920;Estimation directe
B6100;2014;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 4P et plus;5,9;6,1;6,9;7,3;7,8;6,7;565;600;630;700;750;643;96;74;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;9;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;45;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;38;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;5. Après 2005;;;6,0;6,2;6,8;8,4;9,1;6,9;370;553;600;657;718;584;85;70;498;Estimation directe
B6100;2014;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 4P et plus;;;;;;;;;;;;;;41;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;2;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 2P;;;;;;;;;;;;;;5;;Estimation directe
B6100;2014;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 3P;;;;;;;;;;;;;;22;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;;;;4,9;6,0;6,9;7,7;8,7;6,5;388;485;580;631;700;563;87;487;2435;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;;;Maison 1-3P;5,8;6,4;7,8;8,7;9,4;7,5;360;393;480;530;590;464;62;152;804;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;;;Maison 4P et plus;4,5;5,7;6,7;7,3;7,9;6,2;487;565;603;668;733;612;99;335;1631;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;;1. Moins 1 an;;5,4;6,0;6,8;7,7;8,7;6,7;407;520;590;650;700;591;88;136;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;;1. Moins 1 an;Maison 1-3P;;;;;;;;;;;;;;42;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;;1. Moins 1 an;Maison 4P et plus;5,3;6,0;6,8;7,3;8,0;6,5;550;580;610;686;800;642;99;94;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;;2. Un an et plus;;;;;;;;;;;;;;;351;;
B6100;2014;Agglomération d'Alençon;;Maison;;2. Un an et plus;Maison 1-3P;;;;;;;;;;;;;;110;;
B6100;2014;Agglomération d'Alençon;;Maison;;2. Un an et plus;Maison 4P et plus;;;;;;;;;;;;;;241;;
B6100;2014;Agglomération d'Alençon;;Maison;1. Avant 1946;;;3,7;5,0;6,2;7,4;8,3;5,8;360;424;520;610;687;529;91;190;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;1. Avant 1946;;Maison 1-3P;5,1;5,8;6,8;8,0;9,0;6,8;270;381;430;504;550;427;63;68;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;1. Avant 1946;;Maison 4P et plus;3,5;4,8;5,9;6,9;7,7;5,4;415;500;580;640;800;590;108;122;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;2. Entre 1946-1970;;;5,3;5,9;7,2;8,3;9,0;6,7;414;495;560;600;684;554;82;86;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;20;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;2. Entre 1946-1970;;Maison 4P et plus;4,9;5,5;6,8;7,3;8,2;6,4;414;500;590;621;700;576;90;66;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;3. Entre 1971-1990;;;6,1;6,7;7,3;7,8;8,1;7,1;475;520;600;650;690;585;83;59;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;15;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;3. Entre 1971-1990;;Maison 4P et plus;;;;;;;;;;;;;;44;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;4. Entre 1991-2005;;;6,0;6,7;7,1;8,0;9,4;7,1;440;530;600;664;729;590;83;100;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;34;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;4. Entre 1991-2005;;Maison 4P et plus;5,9;6,1;6,9;7,3;7,7;6,7;570;600;640;700;750;648;97;66;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;5. Après 2005;;;5,8;6,2;6,8;7,5;8,7;6,8;496;590;612;670;724;620;91;52;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;15;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Maison;5. Après 2005;;Maison 4P et plus;;;;;;;;;;;;;;37;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;;;5,2;6,5;8,0;9,8;12,2;7,6;260;300;365;428;505;375;49;822;3040;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;;Appart 1P;7,6;8,8;10,2;12,6;15,0;10,2;230;260;290;307;333;287;28;201;758;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;;Appart 2P;5,8;7,2;8,5;9,8;11,8;8,3;275;320;360;390;430;358;43;295;1137;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;;Appart 3P;5,0;5,7;7,0;8,3;9,7;7,0;330;380;420;480;530;423;60;198;755;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;;Appart 4P et plus;4,8;4,9;6,0;6,8;7,8;5,8;380;412;495;578;657;499;86;128;391;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;1. Moins 1 an;;5,2;6,6;8,0;10,0;12,2;7,6;250;290;354;410;483;360;47;293;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;1. Moins 1 an;Appart 1P;7,0;8,8;10,4;13,6;17,1;10,4;200;250;285;300;310;273;26;83;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;1. Moins 1 an;Appart 2P;5,7;7,0;8,4;9,7;11,8;8,2;270;308;366;389;420;351;43;116;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;1. Moins 1 an;Appart 3P;5,0;5,4;6,8;7,6;9,8;6,6;354;358;410;450;530;422;64;57;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;1. Moins 1 an;Appart 4P et plus;;;;;;;;;;;;;;37;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;;2. Un an et plus;;;;;;;;;;;;;;;529;;
B6100;2014;Agglomération d'Alençon;;Appartement;;2. Un an et plus;Appart 1P;;;;;;;;;;;;;;118;;
B6100;2014;Agglomération d'Alençon;;Appartement;;2. Un an et plus;Appart 2P;;;;;;;;;;;;;;179;;
B6100;2014;Agglomération d'Alençon;;Appartement;;2. Un an et plus;Appart 3P;;;;;;;;;;;;;;141;;
B6100;2014;Agglomération d'Alençon;;Appartement;;2. Un an et plus;Appart 4P et plus;;;;;;;;;;;;;;91;;
B6100;2014;Agglomération d'Alençon;;Appartement;1. Avant 1946;;;5,0;6,3;7,8;9,8;13,3;7,4;250;291;348;410;480;360;48;369;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 1P;7,0;8,8;10,4;13,3;16,7;10,5;220;250;290;312;330;282;27;111;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 2P;5,2;6,7;7,8;9,0;11,6;7,6;270;310;340;373;408;340;45;138;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 3P;5,0;5,6;7,0;9,1;9,7;6,9;350;380;415;470;505;421;61;71;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 4P et plus;;;;;;;;;;;;;;49;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;;4,9;5,6;6,8;7,9;9,6;6,5;260;312;380;420;490;372;57;214;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;32;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 2P;5,8;7,0;7,6;8,9;10,1;7,7;272;314;350;410;450;355;46;58;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 3P;5,0;5,4;6,6;7,6;8,5;6,4;300;350;380;418;441;373;58;75;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 4P et plus;;;;;;;;;;;;;;49;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;;6,4;7,4;8,8;10,0;13,2;8,5;260;301;370;449;528;387;45;155;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;47;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 2P;6,5;7,2;8,6;10,0;12,8;8,6;326;360;385;424;456;395;46;63;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;27;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 4P et plus;;;;;;;;;;;;;;18;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;;6,9;8,4;9,7;10,9;12,2;9,1;270;310;380;463;530;396;44;66;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;9;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;31;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;18;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 4P et plus;;;;;;;;;;;;;;8;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;5. Après 2005;;;;;;;;;;;;;;;;18;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;2;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 2P;;;;;;;;;;;;;;5;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;7;;Estimation directe
B6100;2014;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 4P et plus;;;;;;;;;;;;;;4;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;;5,1;6,2;7,4;9,0;10,8;7,0;283;350;431;578;650;457;66;1309;5475;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Maison 1-3P;5,8;6,4;7,8;8,7;9,4;7,5;360;393;480;530;590;464;62;152;804;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Ensemble 4P et plus;4,6;5,5;6,5;7,3;7,8;6,1;415;501;600;657;727;588;96;463;2022;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Maison 4P et plus;4,5;5,7;6,7;7,3;7,9;6,2;487;565;603;668;733;612;99;335;1631;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Appart 1P;7,6;8,8;10,2;12,6;15,0;10,2;230;260;290;307;333;287;28;201;758;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Appart 2P;5,8;7,2;8,5;9,8;11,8;8,3;275;320;360;390;430;358;43;295;1137;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Appart 3P;5,0;5,7;7,0;8,3;9,7;7,0;330;380;420;480;530;423;60;198;755;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Appart 4P et plus;4,8;4,9;6,0;6,8;7,8;5,8;380;412;495;578;657;499;86;128;391;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Ensemble 1P;7,0;8,7;10,0;12,6;15,0;10,0;235;260;290;305;330;286;29;204;793;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Ensemble 2P;6,1;7,2;8,4;9,7;11,4;8,3;283;325;370;394;440;363;44;332;1331;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;;Ensemble 3P;5,1;6,0;7,3;8,5;9,4;7,2;353;392;458;530;590;457;64;310;1330;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;1. Moins 1 an;;5,3;6,2;7,4;9,0;11,4;7,1;270;320;407;570;650;445;62;429;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;1. Moins 1 an;Ensemble 4P et plus;4,9;5,9;6,7;7,2;7,9;6,3;432;545;600;660;770;608;96;131;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;1. Moins 1 an;Ensemble 1P;7,0;8,7;10,4;13,5;17,1;10,3;200;250;285;300;310;272;26;84;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;1. Moins 1 an;Ensemble 2P;5,7;7,2;8,4;9,4;11,8;8,2;270;310;370;389;415;352;43;123;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;1. Moins 1 an;Ensemble 3P;5,1;5,9;6,9;8,4;9,1;7,0;354;393;450;530;590;464;67;91;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;2. Un an et plus;;4,9;6,1;7,4;8,9;10,6;6,9;290;353;450;579;650;462;67;880;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;;2. Un an et plus;Ensemble 4P et plus;;;;;;;;;;;;;;332;;
B6100;2014;Agglomération d'Alençon;Ville centre;;;2. Un an et plus;Ensemble 1P;;;;;;;;;;;;;;120;;
B6100;2014;Agglomération d'Alençon;Ville centre;;;2. Un an et plus;Ensemble 2P;;;;;;;;;;;;;;209;;
B6100;2014;Agglomération d'Alençon;Ville centre;;;2. Un an et plus;Ensemble 3P;;;;;;;;;;;;;;219;;
B6100;2014;Agglomération d'Alençon;Ville centre;;1. Avant 1946;;;4,9;5,7;7,1;8,8;11,4;6,6;270;319;394;503;615;424;65;559;2332;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;1. Avant 1946;;Ensemble 4P et plus;3,6;4,9;5,6;6,8;7,6;5,5;402;491;568;619;755;570;104;171;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;1. Avant 1946;;Ensemble 1P;6,7;8,1;10,3;13,3;16,7;10,1;226;260;289;310;330;281;28;114;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;1. Avant 1946;;Ensemble 2P;5,2;6,7;7,8;9,0;11,5;7,7;270;317;351;380;408;342;45;156;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;1. Avant 1946;;Ensemble 3P;5,0;5,7;6,9;8,2;9,6;6,8;354;391;450;484;560;442;65;118;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;2. Entre 1946-1970;;;5,0;5,7;6,9;8,1;9,0;6,6;284;354;420;530;600;442;67;300;1007;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;2. Entre 1946-1970;;Ensemble 4P et plus;4,5;5,2;6,1;7,2;8,0;6,1;370;430;515;600;684;525;87;115;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;32;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;5,8;7,0;7,7;8,8;10,1;7,7;272;314;350;410;450;354;46;60;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;5,2;5,9;6,9;8,4;9,0;6,9;324;360;410;495;550;418;61;93;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;3. Entre 1971-1990;;;6,4;7,1;7,9;9,0;11,4;7,7;290;350;485;593;660;472;61;214;717;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;3. Entre 1971-1990;;Ensemble 4P et plus;5,8;6,5;7,2;7,6;8,1;7,0;520;570;604;660;690;609;87;62;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;47;;Estimation directe
B6100;2014;Agglomération d'Alençon;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;6,5;7,4;8,4;9,5;12,3;8,5;326;364;380;415;453;392;46;66;;Estimation directe
